STT,Mã danh mục,Danh mục,ID Danh mục,URL Danh mục,Mã sản phẩm,Sản phẩm,ID Sản phẩm,URL Sản phẩm,Số lượng file,Danh sách file (Tên),Files metadata (JSON)
15,DM001,VIVOMEGA - OMEGA 3,1Y8NRz-OdGWwASKf7PuJTjeiw-YgdGzkx,https://drive.google.com/drive/folders/1Y8NRz-OdGWwASKf7PuJTjeiw-YgdGzkx,SP0015,Vivomega™ 6020TG PR,11JTk-Q1q0103eXBHYjbkVhu5DPexf3Ow,https://drive.google.com/drive/folders/11JTk-Q1q0103eXBHYjbkVhu5DPexf3Ow,3,"Mô tả, 0000035432 26912-40 VivoMega 6020 TG Premium, rev.1.pdf, VivoMega 6020 TG Premium - spec 26910-10 - rev 1.pdf","[
  {
    ""id"": ""1NSAWgl4VFRVY5JOfGI31Il3pvNnjLLCkaz83Aqy86vM"",
    ""name"": ""Mô tả"",
    ""url"": ""https://drive.google.com/file/d/1NSAWgl4VFRVY5JOfGI31Il3pvNnjLLCkaz83Aqy86vM/view"",
    ""type"": ""google-document"",
    ""size"": ""1136"",
    ""size_formatted"": ""1.1 KB"",
    ""modified"": ""2024-06-16T11:14:13.409Z""
  },
  {
    ""id"": ""1Xs5BXGI9DucbRkQ7WWQ7pqMbBOL8zH-Z"",
    ""name"": ""0000035432 26912-40 VivoMega 6020 TG Premium, rev.1.pdf"",
    ""url"": ""https://drive.google.com/file/d/1Xs5BXGI9DucbRkQ7WWQ7pqMbBOL8zH-Z/view"",
    ""type"": ""application/pdf"",
    ""size"": ""1111111"",
    ""size_formatted"": ""1.1 MB"",
    ""modified"": ""2024-06-16T11:13:53.000Z""
  },
  {
    ""id"": ""1skOu4Kw_AWgUbL0WRx5p_ubUYp43cfc8"",
    ""name"": ""VivoMega 6020 TG Premium - spec 26910-10 - rev 1.pdf"",
    ""url"": ""https://drive.google.com/file/d/1skOu4Kw_AWgUbL0WRx5p_ubUYp43cfc8/view"",
    ""type"": ""application/pdf"",
    ""size"": ""667329"",
    ""size_formatted"": ""651.7 KB"",
    ""modified"": ""2024-06-16T11:13:51.000Z""
  }
]"
16,DM001,VIVOMEGA - OMEGA 3,1Y8NRz-OdGWwASKf7PuJTjeiw-YgdGzkx,https://drive.google.com/drive/folders/1Y8NRz-OdGWwASKf7PuJTjeiw-YgdGzkx,SP0016,VivoMega™ 3624 TG Pr,1Lk88ssSjKZRhi08KoPzzS6_VNCda3JhY,https://drive.google.com/drive/folders/1Lk88ssSjKZRhi08KoPzzS6_VNCda3JhY,3,"Mô tả, VivoMega 3624 TG Premium_COA.pdf, VivoMega 3624 TG Premium - spec .pdf","[
  {
    ""id"": ""1NVZWbD8jarfVRV8dDVRfVcowChZz0TBbFNsheAGMKoI"",
    ""name"": ""Mô tả"",
    ""url"": ""https://drive.google.com/file/d/1NVZWbD8jarfVRV8dDVRfVcowChZz0TBbFNsheAGMKoI/view"",
    ""type"": ""google-document"",
    ""size"": ""1024"",
    ""size_formatted"": ""1.0 KB"",
    ""modified"": ""2024-06-16T11:12:02.827Z""
  },
  {
    ""id"": ""1tzRoK67UvUSif5GxmnQVKT-yPc3LPGJC"",
    ""name"": ""VivoMega 3624 TG Premium_COA.pdf"",
    ""url"": ""https://drive.google.com/file/d/1tzRoK67UvUSif5GxmnQVKT-yPc3LPGJC/view"",
    ""type"": ""application/pdf"",
    ""size"": ""827503"",
    ""size_formatted"": ""808.1 KB"",
    ""modified"": ""2024-06-16T11:11:35.000Z""
  },
  {
    ""id"": ""1HizC6e-wc88sNvy4bIHKqpwbc6WS0IhT"",
    ""name"": ""VivoMega 3624 TG Premium - spec .pdf"",
    ""url"": ""https://drive.google.com/file/d/1HizC6e-wc88sNvy4bIHKqpwbc6WS0IhT/view"",
    ""type"": ""application/pdf"",
    ""size"": ""666234"",
    ""size_formatted"": ""650.6 KB"",
    ""modified"": ""2024-06-16T11:11:34.000Z""
  }
]"
17,DM001,VIVOMEGA - OMEGA 3,1Y8NRz-OdGWwASKf7PuJTjeiw-YgdGzkx,https://drive.google.com/drive/folders/1Y8NRz-OdGWwASKf7PuJTjeiw-YgdGzkx,SP0017,VivoMega™ 3322EE,12gEzuXybx8BxPDl9PTFfmMK-DpaWDq1d,https://drive.google.com/drive/folders/12gEzuXybx8BxPDl9PTFfmMK-DpaWDq1d,2,"Mô tả, COA_VivoMega 3322 EE.pdf","[
  {
    ""id"": ""1LvzEGgIHndINd7-Xad5VVpOX-qKCkzIxrT18vJw5Who"",
    ""name"": ""Mô tả"",
    ""url"": ""https://drive.google.com/file/d/1LvzEGgIHndINd7-Xad5VVpOX-qKCkzIxrT18vJw5Who/view"",
    ""type"": ""google-document"",
    ""size"": ""1203"",
    ""size_formatted"": ""1.2 KB"",
    ""modified"": ""2024-06-16T11:10:57.047Z""
  },
  {
    ""id"": ""1XFul-AKSCL-gAHt_KD2kNFA9jWHQ_EoL"",
    ""name"": ""COA_VivoMega 3322 EE.pdf"",
    ""url"": ""https://drive.google.com/file/d/1XFul-AKSCL-gAHt_KD2kNFA9jWHQ_EoL/view"",
    ""type"": ""application/pdf"",
    ""size"": ""718824"",
    ""size_formatted"": ""702.0 KB"",
    ""modified"": ""2024-06-16T11:10:43.000Z""
  }
]"
18,DM001,VIVOMEGA - OMEGA 3,1Y8NRz-OdGWwASKf7PuJTjeiw-YgdGzkx,https://drive.google.com/drive/folders/1Y8NRz-OdGWwASKf7PuJTjeiw-YgdGzkx,SP0018,VivoMega™ 2050TG Pr - Nauy,1hHhjEGZ1pO5Ppm-AjhGxrsLhjAkHLayC,https://drive.google.com/drive/folders/1hHhjEGZ1pO5Ppm-AjhGxrsLhjAkHLayC,2,"Mô tả, Vivomega 2050 TG Premium - spec .pdf","[
  {
    ""id"": ""1s70t9_1Ux-wyl7N4dBhuzscikdHUfIoGmLbPLKVf728"",
    ""name"": ""Mô tả"",
    ""url"": ""https://drive.google.com/file/d/1s70t9_1Ux-wyl7N4dBhuzscikdHUfIoGmLbPLKVf728/view"",
    ""type"": ""google-document"",
    ""size"": ""2569"",
    ""size_formatted"": ""2.5 KB"",
    ""modified"": ""2024-06-16T11:10:03.822Z""
  },
  {
    ""id"": ""1vRyD3q3QOw0BGqejsI2G8KMNALdDxOVR"",
    ""name"": ""Vivomega 2050 TG Premium - spec .pdf"",
    ""url"": ""https://drive.google.com/file/d/1vRyD3q3QOw0BGqejsI2G8KMNALdDxOVR/view"",
    ""type"": ""application/pdf"",
    ""size"": ""606560"",
    ""size_formatted"": ""592.3 KB"",
    ""modified"": ""2024-06-16T11:09:36.000Z""
  }
]"
19,DM001,VIVOMEGA - OMEGA 3,1Y8NRz-OdGWwASKf7PuJTjeiw-YgdGzkx,https://drive.google.com/drive/folders/1Y8NRz-OdGWwASKf7PuJTjeiw-YgdGzkx,SP0019,VivoMega™ 0370 TG Pr,11NyM-dsJGrIs6EmDjDoZeigDlDUYK1tk,https://drive.google.com/drive/folders/11NyM-dsJGrIs6EmDjDoZeigDlDUYK1tk,2,"0000031020 71915-10 0370 TG Premium, rev.8.pdf, 0370_TG_Premium_(Spec_71915-10).pdf","[
  {
    ""id"": ""1RnaMJEhQ5yU04UTzeDo0fLUgun9gXL8d"",
    ""name"": ""0000031020 71915-10 0370 TG Premium, rev.8.pdf"",
    ""url"": ""https://drive.google.com/file/d/1RnaMJEhQ5yU04UTzeDo0fLUgun9gXL8d/view"",
    ""type"": ""application/pdf"",
    ""size"": ""1072866"",
    ""size_formatted"": ""1.0 MB"",
    ""modified"": ""2024-06-16T11:07:34.000Z""
  },
  {
    ""id"": ""1vccdMy_kVD0rlNmcdb5Js9bMSCKOHPt1"",
    ""name"": ""0370_TG_Premium_(Spec_71915-10).pdf"",
    ""url"": ""https://drive.google.com/file/d/1vccdMy_kVD0rlNmcdb5Js9bMSCKOHPt1/view"",
    ""type"": ""application/pdf"",
    ""size"": ""445273"",
    ""size_formatted"": ""434.8 KB"",
    ""modified"": ""2024-06-16T11:07:32.000Z""
  }
]"
20,DM001,VIVOMEGA - OMEGA 3,1Y8NRz-OdGWwASKf7PuJTjeiw-YgdGzkx,https://drive.google.com/drive/folders/1Y8NRz-OdGWwASKf7PuJTjeiw-YgdGzkx,SP0020,VivoMega™ 0525 TG Pr,1toFMIWIg6prkAN1HKRrAfUnBpGiXZb92,https://drive.google.com/drive/folders/1toFMIWIg6prkAN1HKRrAfUnBpGiXZb92,7,"Mô tả, Copy of møre palleservice ispm 15.pdf, finished product storage and handling statement.pdf, Heat Treatment Declaration 2018_Mauser.pdf, Storage and transport instructions.pdf, Spec_VivoMega 0525 TG Premium.pdf, COA-VIVOMEGA 0525 TG PR.pdf","[
  {
    ""id"": ""1qbTXYnrDhOgphrBxuIWN8tduTZCasgX3-pKsvATO3G4"",
    ""name"": ""Mô tả"",
    ""url"": ""https://drive.google.com/file/d/1qbTXYnrDhOgphrBxuIWN8tduTZCasgX3-pKsvATO3G4/view"",
    ""type"": ""google-document"",
    ""size"": ""2209"",
    ""size_formatted"": ""2.2 KB"",
    ""modified"": ""2024-06-16T11:05:46.568Z""
  },
  {
    ""id"": ""1vLRiAE1R4KIMbCT-z2cMRijuIlW4gnDq"",
    ""name"": ""Copy of møre palleservice ispm 15.pdf"",
    ""url"": ""https://drive.google.com/file/d/1vLRiAE1R4KIMbCT-z2cMRijuIlW4gnDq/view"",
    ""type"": ""application/pdf"",
    ""size"": ""267538"",
    ""size_formatted"": ""261.3 KB"",
    ""modified"": ""2024-06-16T11:05:32.000Z""
  },
  {
    ""id"": ""1ewkUEiOsS-WicmpSN7q9Lm6kQnsu29rR"",
    ""name"": ""finished product storage and handling statement.pdf"",
    ""url"": ""https://drive.google.com/file/d/1ewkUEiOsS-WicmpSN7q9Lm6kQnsu29rR/view"",
    ""type"": ""application/pdf"",
    ""size"": ""421544"",
    ""size_formatted"": ""411.7 KB"",
    ""modified"": ""2024-06-16T11:05:31.000Z""
  },
  {
    ""id"": ""1FnLKaQqZxRa-G1ChfQq3s2h9FSVi1_Bl"",
    ""name"": ""Heat Treatment Declaration 2018_Mauser.pdf"",
    ""url"": ""https://drive.google.com/file/d/1FnLKaQqZxRa-G1ChfQq3s2h9FSVi1_Bl/view"",
    ""type"": ""application/pdf"",
    ""size"": ""56474"",
    ""size_formatted"": ""55.2 KB"",
    ""modified"": ""2024-06-16T11:05:27.000Z""
  },
  {
    ""id"": ""1hFk6p-7bXfZPg-MliLPypZ1trP5gpO6H"",
    ""name"": ""Storage and transport instructions.pdf"",
    ""url"": ""https://drive.google.com/file/d/1hFk6p-7bXfZPg-MliLPypZ1trP5gpO6H/view"",
    ""type"": ""application/pdf"",
    ""size"": ""76344"",
    ""size_formatted"": ""74.6 KB"",
    ""modified"": ""2024-06-16T11:05:26.000Z""
  },
  {
    ""id"": ""1mdo0OGf8d3jcuPKPSWX2RuuwAGRlYq8f"",
    ""name"": ""Spec_VivoMega 0525 TG Premium.pdf"",
    ""url"": ""https://drive.google.com/file/d/1mdo0OGf8d3jcuPKPSWX2RuuwAGRlYq8f/view"",
    ""type"": ""application/pdf"",
    ""size"": ""443776"",
    ""size_formatted"": ""433.4 KB"",
    ""modified"": ""2024-06-16T11:05:24.000Z""
  },
  {
    ""id"": ""1u7OpGEYwbwo_fDYTW6RXAooT5Aq06huT"",
    ""name"": ""COA-VIVOMEGA 0525 TG PR.pdf"",
    ""url"": ""https://drive.google.com/file/d/1u7OpGEYwbwo_fDYTW6RXAooT5Aq06huT/view"",
    ""type"": ""application/pdf"",
    ""size"": ""1055760"",
    ""size_formatted"": ""1.0 MB"",
    ""modified"": ""2024-06-16T11:05:23.000Z""
  }
]"
21,DM001,VIVOMEGA - OMEGA 3,1Y8NRz-OdGWwASKf7PuJTjeiw-YgdGzkx,https://drive.google.com/drive/folders/1Y8NRz-OdGWwASKf7PuJTjeiw-YgdGzkx,SP0021,VivoMega™ 1050 TG Pr,1N3xOD_rImAFC-Fe7uA7o9Ac4WO9EShA0,https://drive.google.com/drive/folders/1N3xOD_rImAFC-Fe7uA7o9Ac4WO9EShA0,1,COA VivoMega_1050_TG_Premium.pdf,"[
  {
    ""id"": ""1m8zKd90yQtEg-pro4K0bTTKgtJbXzbmt"",
    ""name"": ""COA VivoMega_1050_TG_Premium.pdf"",
    ""url"": ""https://drive.google.com/file/d/1m8zKd90yQtEg-pro4K0bTTKgtJbXzbmt/view"",
    ""type"": ""application/pdf"",
    ""size"": ""800929"",
    ""size_formatted"": ""782.2 KB"",
    ""modified"": ""2024-06-16T11:04:19.000Z""
  }
]"
22,DM001,VIVOMEGA - OMEGA 3,1Y8NRz-OdGWwASKf7PuJTjeiw-YgdGzkx,https://drive.google.com/drive/folders/1Y8NRz-OdGWwASKf7PuJTjeiw-YgdGzkx,SP0022,VivoMega™ 4020 TG 60 - Nauy,1hQIhQv0W2Pge_xk3MyrFqPFWBJLWvSE6,https://drive.google.com/drive/folders/1hQIhQv0W2Pge_xk3MyrFqPFWBJLWvSE6,3,"Mô tả, COA VivoMega 4020 TG60 24610-10 rev 11.pdf, VivoMega 4020 TG60 - Spec","[
  {
    ""id"": ""1LazBhacc-5JspLB_bGPWy3dc74G0uIlw-mtBltAlzgc"",
    ""name"": ""Mô tả"",
    ""url"": ""https://drive.google.com/file/d/1LazBhacc-5JspLB_bGPWy3dc74G0uIlw-mtBltAlzgc/view"",
    ""type"": ""google-document"",
    ""size"": ""3603"",
    ""size_formatted"": ""3.5 KB"",
    ""modified"": ""2024-06-16T11:02:05.402Z""
  },
  {
    ""id"": ""1M7hhv3RX69eCtJBwwCmal7Ih5aeK_wkP"",
    ""name"": ""COA VivoMega 4020 TG60 24610-10 rev 11.pdf"",
    ""url"": ""https://drive.google.com/file/d/1M7hhv3RX69eCtJBwwCmal7Ih5aeK_wkP/view"",
    ""type"": ""application/pdf"",
    ""size"": ""1110812"",
    ""size_formatted"": ""1.1 MB"",
    ""modified"": ""2024-06-16T11:01:24.000Z""
  },
  {
    ""id"": ""1VsEYgs3G2ZqcjjAdfW-dFTCghEwnU-E6"",
    ""name"": ""VivoMega 4020 TG60 - Spec"",
    ""url"": ""https://drive.google.com/file/d/1VsEYgs3G2ZqcjjAdfW-dFTCghEwnU-E6/view"",
    ""type"": ""application/pdf"",
    ""size"": ""675798"",
    ""size_formatted"": ""660.0 KB"",
    ""modified"": ""2024-06-16T11:01:24.000Z""
  }
]"
23,DM001,VIVOMEGA - OMEGA 3,1Y8NRz-OdGWwASKf7PuJTjeiw-YgdGzkx,https://drive.google.com/drive/folders/1Y8NRz-OdGWwASKf7PuJTjeiw-YgdGzkx,SP0023,VivoMega™ 1050 TG60 - Nauy,1iGwDrMRy0IwVJuwOcp44oF3TyB85ATBl,https://drive.google.com/drive/folders/1iGwDrMRy0IwVJuwOcp44oF3TyB85ATBl,8,"Mô tả, 55 - BẢN TỰ CÔNG BỐ SẢN PHẨM VIVOMEGA 1050 TG60_compressed.pdf, Statement - ISPM  15 pallets.pdf, Storage and Handling of VivoMega products.pdf, Spec_VivoMega 1050 TG 60.pdf, COA VivoMega 1050 TG60 51611-10rev.11.pdf, SDS - VivoMega fish oil.pdf, VivoMega 1050 TG60-spec 51611-10 ver 12.pdf","[
  {
    ""id"": ""14buZf_tCRJhHDs_iukqgd3BHGLi5UZlxSy0iugZo-Is"",
    ""name"": ""Mô tả"",
    ""url"": ""https://drive.google.com/file/d/14buZf_tCRJhHDs_iukqgd3BHGLi5UZlxSy0iugZo-Is/view"",
    ""type"": ""google-document"",
    ""size"": ""9042"",
    ""size_formatted"": ""8.8 KB"",
    ""modified"": ""2024-06-16T10:59:25.858Z""
  },
  {
    ""id"": ""1wwofJxdnTSN9vzZogmBqBvYBdV0o0cDd"",
    ""name"": ""55 - BẢN TỰ CÔNG BỐ SẢN PHẨM VIVOMEGA 1050 TG60_compressed.pdf"",
    ""url"": ""https://drive.google.com/file/d/1wwofJxdnTSN9vzZogmBqBvYBdV0o0cDd/view"",
    ""type"": ""application/pdf"",
    ""size"": ""1234634"",
    ""size_formatted"": ""1.2 MB"",
    ""modified"": ""2024-06-16T10:58:14.000Z""
  },
  {
    ""id"": ""1KM97M37A8OAXmPf37hyh6aaycD5kcTUB"",
    ""name"": ""Statement - ISPM  15 pallets.pdf"",
    ""url"": ""https://drive.google.com/file/d/1KM97M37A8OAXmPf37hyh6aaycD5kcTUB/view"",
    ""type"": ""application/pdf"",
    ""size"": ""162404"",
    ""size_formatted"": ""158.6 KB"",
    ""modified"": ""2024-06-16T10:58:11.000Z""
  },
  {
    ""id"": ""1JE5Y44_tHgbaN-59egRaBcysfKPbjRfu"",
    ""name"": ""Storage and Handling of VivoMega products.pdf"",
    ""url"": ""https://drive.google.com/file/d/1JE5Y44_tHgbaN-59egRaBcysfKPbjRfu/view"",
    ""type"": ""application/pdf"",
    ""size"": ""76538"",
    ""size_formatted"": ""74.7 KB"",
    ""modified"": ""2024-06-16T10:58:09.000Z""
  },
  {
    ""id"": ""1PzlSUml_3eaPvhKQRgBjnk-zoLGAozzn"",
    ""name"": ""Spec_VivoMega 1050 TG 60.pdf"",
    ""url"": ""https://drive.google.com/file/d/1PzlSUml_3eaPvhKQRgBjnk-zoLGAozzn/view"",
    ""type"": ""application/pdf"",
    ""size"": ""443939"",
    ""size_formatted"": ""433.5 KB"",
    ""modified"": ""2024-06-16T10:58:06.000Z""
  },
  {
    ""id"": ""1zXztf7iUpGyKHqBBaFjRAqvyqGcsAb3D"",
    ""name"": ""COA VivoMega 1050 TG60 51611-10rev.11.pdf"",
    ""url"": ""https://drive.google.com/file/d/1zXztf7iUpGyKHqBBaFjRAqvyqGcsAb3D/view"",
    ""type"": ""application/pdf"",
    ""size"": ""1105196"",
    ""size_formatted"": ""1.1 MB"",
    ""modified"": ""2024-06-16T10:58:05.000Z""
  },
  {
    ""id"": ""1shrIynoUEA_i7P8rX_UsWZQ3kPgozcM-"",
    ""name"": ""SDS - VivoMega fish oil.pdf"",
    ""url"": ""https://drive.google.com/file/d/1shrIynoUEA_i7P8rX_UsWZQ3kPgozcM-/view"",
    ""type"": ""application/pdf"",
    ""size"": ""333223"",
    ""size_formatted"": ""325.4 KB"",
    ""modified"": ""2024-06-16T10:58:03.000Z""
  },
  {
    ""id"": ""1bDyg_yFvCjDHngHJc8KtjmTeOK3kXD_m"",
    ""name"": ""VivoMega 1050 TG60-spec 51611-10 ver 12.pdf"",
    ""url"": ""https://drive.google.com/file/d/1bDyg_yFvCjDHngHJc8KtjmTeOK3kXD_m/view"",
    ""type"": ""application/pdf"",
    ""size"": ""139506"",
    ""size_formatted"": ""136.2 KB"",
    ""modified"": ""2024-06-16T10:58:02.000Z""
  }
]"
24,DM001,VIVOMEGA - OMEGA 3,1Y8NRz-OdGWwASKf7PuJTjeiw-YgdGzkx,https://drive.google.com/drive/folders/1Y8NRz-OdGWwASKf7PuJTjeiw-YgdGzkx,SP0024,Tư vấn sử dụng VIVOMEGA làm dạng dung dịch nhỏ giọt,1gln02fh8OX3uGfcooLApwnTDY4jTErdX,https://drive.google.com/drive/folders/1gln02fh8OX3uGfcooLApwnTDY4jTErdX,1,Mô tả,"[
  {
    ""id"": ""1gVud1OgkvqDZGI10lp-pUZONRsZ-QBK7q4g8FW3YqhU"",
    ""name"": ""Mô tả"",
    ""url"": ""https://drive.google.com/file/d/1gVud1OgkvqDZGI10lp-pUZONRsZ-QBK7q4g8FW3YqhU/view"",
    ""type"": ""google-document"",
    ""size"": ""2632"",
    ""size_formatted"": ""2.6 KB"",
    ""modified"": ""2024-06-16T10:57:02.859Z""
  }
]"
25,DM001,VIVOMEGA - OMEGA 3,1Y8NRz-OdGWwASKf7PuJTjeiw-YgdGzkx,https://drive.google.com/drive/folders/1Y8NRz-OdGWwASKf7PuJTjeiw-YgdGzkx,SP0025,OMEGA-3 Chi tiết liều dùng,1CcXe8Us2QZR-SzSn4RoWwJ5w4JSZADfb,https://drive.google.com/drive/folders/1CcXe8Us2QZR-SzSn4RoWwJ5w4JSZADfb,3,"Liều dùng - các bệnh lý tim mạch.docx, Liều dùng-huyết áp.docx, NGHIÊN CỨU LIỀU DÙNG DHA Ở TRẺ EM.xlsx","[
  {
    ""id"": ""1xeVMCO-CPdAk3hXTGU5lU8tzOD9Sa3df"",
    ""name"": ""Liều dùng - các bệnh lý tim mạch.docx"",
    ""url"": ""https://drive.google.com/file/d/1xeVMCO-CPdAk3hXTGU5lU8tzOD9Sa3df/view"",
    ""type"": ""application/vnd.openxmlformats-officedocument.wordprocessingml.document"",
    ""size"": ""19729"",
    ""size_formatted"": ""19.3 KB"",
    ""modified"": ""2024-06-16T10:54:55.000Z""
  },
  {
    ""id"": ""1JAFf6HkI9ILsDOc-XTKLQN1stfe6njT7"",
    ""name"": ""Liều dùng-huyết áp.docx"",
    ""url"": ""https://drive.google.com/file/d/1JAFf6HkI9ILsDOc-XTKLQN1stfe6njT7/view"",
    ""type"": ""application/vnd.openxmlformats-officedocument.wordprocessingml.document"",
    ""size"": ""16789"",
    ""size_formatted"": ""16.4 KB"",
    ""modified"": ""2024-06-16T10:54:54.000Z""
  },
  {
    ""id"": ""12MiDDM81F6bNkIILBUepAhSrpCqAz9Ao"",
    ""name"": ""NGHIÊN CỨU LIỀU DÙNG DHA Ở TRẺ EM.xlsx"",
    ""url"": ""https://drive.google.com/file/d/12MiDDM81F6bNkIILBUepAhSrpCqAz9Ao/view"",
    ""type"": ""application/vnd.openxmlformats-officedocument.spreadsheetml.sheet"",
    ""size"": ""13202"",
    ""size_formatted"": ""12.9 KB"",
    ""modified"": ""2024-06-16T10:54:53.000Z""
  }
]"
26,DM001,VIVOMEGA - OMEGA 3,1Y8NRz-OdGWwASKf7PuJTjeiw-YgdGzkx,https://drive.google.com/drive/folders/1Y8NRz-OdGWwASKf7PuJTjeiw-YgdGzkx,SP0026,24.04.19 XIN GMP CỦA NCC GMP-Fish Oil-GC Rieber,1MbbZbBZgEok9UQUQueB4mbHUCTo1rFnm,https://drive.google.com/drive/folders/1MbbZbBZgEok9UQUQueB4mbHUCTo1rFnm,4,"GC Rieber - ISO 9001.pdf, GC Rieber - Norwegian Food Authority.pdf, GC Rieber - GMP.pdf, Hoạt động","[
  {
    ""id"": ""11lUNGxwdPf25a5trawHz-M3N7gXuQ1g3"",
    ""name"": ""GC Rieber - ISO 9001.pdf"",
    ""url"": ""https://drive.google.com/file/d/11lUNGxwdPf25a5trawHz-M3N7gXuQ1g3/view"",
    ""type"": ""application/pdf"",
    ""size"": ""140396"",
    ""size_formatted"": ""137.1 KB"",
    ""modified"": ""2024-06-16T10:52:57.000Z""
  },
  {
    ""id"": ""1tjEYiMoWaFbLLHVDeLga3NCqwKzEYtHs"",
    ""name"": ""GC Rieber - Norwegian Food Authority.pdf"",
    ""url"": ""https://drive.google.com/file/d/1tjEYiMoWaFbLLHVDeLga3NCqwKzEYtHs/view"",
    ""type"": ""application/pdf"",
    ""size"": ""1015822"",
    ""size_formatted"": ""992.0 KB"",
    ""modified"": ""2024-06-16T10:52:56.000Z""
  },
  {
    ""id"": ""1CixpjAjAPX0z_OlyJVNdZrsJazX45kcz"",
    ""name"": ""GC Rieber - GMP.pdf"",
    ""url"": ""https://drive.google.com/file/d/1CixpjAjAPX0z_OlyJVNdZrsJazX45kcz/view"",
    ""type"": ""application/pdf"",
    ""size"": ""128368"",
    ""size_formatted"": ""125.4 KB"",
    ""modified"": ""2024-06-16T10:52:55.000Z""
  },
  {
    ""id"": ""1u74svSBzIrT8BYZ9ffYuRR2uX5YCS23Ou-lEhXLqy-Y"",
    ""name"": ""Hoạt động"",
    ""url"": ""https://drive.google.com/file/d/1u74svSBzIrT8BYZ9ffYuRR2uX5YCS23Ou-lEhXLqy-Y/view"",
    ""type"": ""google-document"",
    ""size"": ""2136"",
    ""size_formatted"": ""2.1 KB"",
    ""modified"": ""2024-06-16T10:52:36.064Z""
  }
]"
27,DM001,VIVOMEGA - OMEGA 3,1Y8NRz-OdGWwASKf7PuJTjeiw-YgdGzkx,https://drive.google.com/drive/folders/1Y8NRz-OdGWwASKf7PuJTjeiw-YgdGzkx,SP0027,Tài liệu Vivo Mega cho sản phẩm dành cho bà bầu,1aMSH5gBJzYSlq6MvFas-teBaofp0HdMM,https://drive.google.com/drive/folders/1aMSH5gBJzYSlq6MvFas-teBaofp0HdMM,6,"PregnancyLactation Flyer A4 New 2020 (EMAIL).pdf, Scientific Review - Omega-3 for Pregnancy and Lactation 2021.pdf, 2015 Dyall, Review, Long chain O3 fatty acids and the brain A review of the independendt and shared effects of EPA, DPA and DHA.pdf, 2015 Keunen, Review, Impact of nutritin on brain decelopment and its neuroprotective implications following preterm birth.pdf, 2015 Simon, Review, Evolution of the immune system in humans from infancy to old age.pdf, 2016 Cusick, Review, The role of nutrition in brain development -The golden opportunity of the First 1000 days.pdf","[
  {
    ""id"": ""1Yee9nfgJb0e7sF5qecxQcLQ5vjwA31WR"",
    ""name"": ""PregnancyLactation Flyer A4 New 2020 (EMAIL).pdf"",
    ""url"": ""https://drive.google.com/file/d/1Yee9nfgJb0e7sF5qecxQcLQ5vjwA31WR/view"",
    ""type"": ""application/pdf"",
    ""size"": ""370365"",
    ""size_formatted"": ""361.7 KB"",
    ""modified"": ""2024-06-16T10:49:57.000Z""
  },
  {
    ""id"": ""1MBv0BxCNaSMpwWloJvX5WwE0TcNwZFZt"",
    ""name"": ""Scientific Review - Omega-3 for Pregnancy and Lactation 2021.pdf"",
    ""url"": ""https://drive.google.com/file/d/1MBv0BxCNaSMpwWloJvX5WwE0TcNwZFZt/view"",
    ""type"": ""application/pdf"",
    ""size"": ""720869"",
    ""size_formatted"": ""704.0 KB"",
    ""modified"": ""2024-06-16T10:49:56.000Z""
  },
  {
    ""id"": ""1XARQpCkDBbsbdRChaMueB9Xo65r9901L"",
    ""name"": ""2015 Dyall, Review, Long chain O3 fatty acids and the brain A review of the independendt and shared effects of EPA, DPA and DHA.pdf"",
    ""url"": ""https://drive.google.com/file/d/1XARQpCkDBbsbdRChaMueB9Xo65r9901L/view"",
    ""type"": ""application/pdf"",
    ""size"": ""793846"",
    ""size_formatted"": ""775.2 KB"",
    ""modified"": ""2024-06-16T10:49:54.000Z""
  },
  {
    ""id"": ""1EdXEJ_Sut4EsWkc2nG01KuwQeNBYzOEb"",
    ""name"": ""2015 Keunen, Review, Impact of nutritin on brain decelopment and its neuroprotective implications following preterm birth.pdf"",
    ""url"": ""https://drive.google.com/file/d/1EdXEJ_Sut4EsWkc2nG01KuwQeNBYzOEb/view"",
    ""type"": ""application/pdf"",
    ""size"": ""442812"",
    ""size_formatted"": ""432.4 KB"",
    ""modified"": ""2024-06-16T10:49:50.000Z""
  },
  {
    ""id"": ""1jb8_jX2ff2Gb9SV3hx3kydV3uAc6BfzS"",
    ""name"": ""2015 Simon, Review, Evolution of the immune system in humans from infancy to old age.pdf"",
    ""url"": ""https://drive.google.com/file/d/1jb8_jX2ff2Gb9SV3hx3kydV3uAc6BfzS/view"",
    ""type"": ""application/pdf"",
    ""size"": ""636660"",
    ""size_formatted"": ""621.7 KB"",
    ""modified"": ""2024-06-16T10:49:49.000Z""
  },
  {
    ""id"": ""1gx5InSStC8d6sXsLxe6Yb7A2wReDfDwh"",
    ""name"": ""2016 Cusick, Review, The role of nutrition in brain development -The golden opportunity of the First 1000 days.pdf"",
    ""url"": ""https://drive.google.com/file/d/1gx5InSStC8d6sXsLxe6Yb7A2wReDfDwh/view"",
    ""type"": ""application/pdf"",
    ""size"": ""73843"",
    ""size_formatted"": ""72.1 KB"",
    ""modified"": ""2024-06-16T10:49:45.000Z""
  }
]"
